"Package","FCOH","CU","CPC","PF","IPSC","DCO","CR","pkgreuse","CyclicDQ","CyclicCQ","CH","COHM","COUM","post"
"org.apache.poi.contrib.metrics",0,1,1,1,0,0,1,0.2929,0,0,0.2929,1,1,0
"org.apache.poi.contrib.poibrowser",0,1,1,1,0,0,0.333333333,0.2929,1,1,0.2929,0.4444,0.1579,0
"org.apache.poi.ddf",0.105519481,0.061080586,0.847619048,0.492063492,0.706385118,0.688888889,0.244444444,0.2929,1,0.9178,0.2929,0.3694,0.0299,6
"org.apache.poi.dev",0,1,1,1,0,0,0,0.2929,0,0,0.2929,1,1,1
"org.apache.poi.generator",0,1,1,1,1,1,0,0.5,0,0,0.5,0.6667,0.5,0
"org.apache.poi.hdf.event",0.166666667,0.166666667,1,1,1,1,0,0.5,1,1,0.5,0.0354,0.7143,0
"org.apache.poi.hdf.extractor",0.035714286,0.5,1,0.75,0.875,0.2,0.266666667,0.2929,1,1,0.2929,0.5773,0.1515,0
"org.apache.poi.hdf.extractor.data",0.4,0.166666667,1,1,1,0.5,0.833333333,0.2929,1,1,0.2929,0.5833,0.2222,0
"org.apache.poi.hdf.extractor.util",0.5,0.166666667,1,1,1,1,0,0.5,0,0,0.5,0.6667,0.1667,0
"org.apache.poi.hdf.generator",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.poi.hdf.model",0,1,1,1,0,0,0.25,0.2929,1,1,0.2929,0.1081,0.6,0
"org.apache.poi.hdf.model.hdftypes",0.128571429,0.139393939,0.74025974,0.363636364,0.765925481,1.230769231,0.346153846,0.2929,1,1,0.2929,0.2489,0.1714,0
"org.apache.poi.hdf.model.hdftypes.definitions",0.074074074,0.142857143,1,0.444444444,0.814814815,1.142857143,0.142857143,0.2929,1,1,0.2929,0.0323,0.8333,0
"org.apache.poi.hdf.model.util",0.166666667,0.122222222,0.666666667,0.666666667,0.75,1.333333333,0,0.2929,1,0,0.2929,0.3158,0.5,0
"org.apache.poi.hpsf",0.111111111,0.327272727,0.981818182,0.5,0.7625,1.157894737,0.263157895,0.2929,1,1,0.2929,0.2622,0.1667,23
"org.apache.poi.hpsf.basic",0,1,1,1,0,0,0.333333333,0.2929,1,1,0.2929,0.25,0.2727,0
"org.apache.poi.hpsf.examples",0,1,1,1,0,0,0.5,0.2929,1,0.6667,0.2929,0.4,0.5,0
"org.apache.poi.hpsf.wellknown",0.25,0.166666667,1,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,2
"org.apache.poi.hssf",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0,1,0
"org.apache.poi.hssf.contrib.view",0,1,1,1,0,0,0.222222222,0.2929,1,0.96,0.2929,0.3056,0.1538,0
"org.apache.poi.hssf.dev",0,1,1,1,0,0,0,0.2929,1,0.982,0.2929,0.0176,0.7273,8
"org.apache.poi.hssf.eventmodel",0,1,1,1,1,0.125,0.375,0.2929,1,1,0.2929,0.0664,0.375,5
"org.apache.poi.hssf.eventusermodel",0.25,0.1625,1,1,1,1.2,0.2,0.2929,1,1,0.2929,0.1842,0.4167,2
"org.apache.poi.hssf.model",0.020238095,0.033757716,0.416666667,0.277777778,0.749074074,0.9375,0.1875,0.2929,0.9922,0.9609,0.2929,0.0104,0.3714,26
"org.apache.poi.hssf.record",0.043695064,0.066600374,0.59839068,0.249180328,0.720312465,2.224390244,0.063414634,0.2929,0.993,0.9441,0.2929,0.2498,0.0277,302
"org.apache.poi.hssf.record.aggregates",0.15,0.038675214,0.4,0.466666667,0.962962963,1.166666667,0.166666667,0.2929,1,1,0.2929,0.1235,0.4444,15
"org.apache.poi.hssf.record.formula",0.097165992,0.056775352,0.734848485,0.242424242,0.7,1.025641026,0.051282051,0.2929,1,0.6061,0.2929,0.1921,0.1098,57
"org.apache.poi.hssf.usermodel",0.060552874,0.083249797,0.501149425,0.277777778,0.775073486,1.388888889,0.351851852,0.2929,1,0.9767,0.2929,0.1032,0.0968,40
"org.apache.poi.hssf.usermodel.contrib",0,1,1,1,0,0,0,0.2929,1,1,0.2929,0.0833,0.6667,0
"org.apache.poi.hssf.usermodel.examples",0,1,1,1,0,0,0.842105263,0.2929,1,1,0.2929,0,1,0
"org.apache.poi.hssf.util",0.03030303,0.04334774,0.363636364,0.212962963,0.820987654,1.916666667,0.083333333,0.2929,1,-45,0.2929,0.1302,0.1587,4
"org.apache.poi.poifs.common",1,1,1,1,1,2,1,0.5,0,0,0.2929,1,1,0
"org.apache.poi.poifs.dev",0,1,1,1,1,0.666666667,0,0.2929,1,1,0.2929,0.75,0.25,0
"org.apache.poi.poifs.eventfilesystem",0.133333333,0.207407407,1,0.75,0.84375,1.5,0.666666667,0.2929,1,1,0.2929,0.1517,0.3889,0
"org.apache.poi.poifs.filesystem",0.025245442,0.057760141,0.472222222,0.238095238,0.863265306,1.25,0.25,0.2929,0.9796,0.8163,0.2929,0.1839,0.2111,0
"org.apache.poi.poifs.property",0.080357143,0.074047619,0.8,0.666666667,0.805555556,0.666666667,0.133333333,0.2929,0.9565,0.9565,0.2929,0.2228,0.1837,1
"org.apache.poi.poifs.storage",0.058823529,0.057428351,0.866666667,0.5625,0.687301587,0.771428571,0.371428571,0.2929,1,0.9636,0.2929,0.399,0.0787,2
"org.apache.poi.util",0.02,0.05409394,0.514285714,0.181481481,0.771318342,1.361111111,0.305555556,0.2929,1,0.6667,0.2929,0.1519,0.3051,2
