"Package","FCOH","CU","CPC","PF","IPSC","DCO","CR","pkgreuse","CyclicDQ","CyclicCQ","CH","COHM","COUM","post"
"com.sun.jdi",0.044021552,0.05420088,0.988700565,0.157936508,0.697313959,3.209677419,0.241935484,0.2929,1,-3.6667,0.2929,0.1013,0.1778,0
"com.sun.jdi.connect",0.166666667,0.130852341,1,0.4,0.85,2,0.428571429,0.3597,1,1,0.3597,0.2807,0.4286,1
"com.sun.jdi.event",0.036297641,0.087192982,0.942105263,0.333333333,0.775271512,2,0.6,0.2929,1,1,0.2929,0.1836,0.2963,0
"com.sun.jdi.request",0.070208729,0.111469474,1,0.254901961,0.785112564,2.166666667,0.333333333,0.2929,1,1,0.2929,0.1005,0.2632,1
"org.apache.lucene.demo.html",0,1,1,1,1,0.111111111,0.111111111,0.2929,0,0,0.441,0.8108,0.0625,0
"org.eclipse.ant.core",0.097826087,0.106488775,0.583333333,0.277777778,0.831333333,2.777777778,0.111111111,0.2929,1,0.9535,0.2929,0.0414,0.5652,6
"org.eclipse.ant.internal.core",0.148148148,0.071428571,1,0.5,0.833333333,1.5,0.25,0.3991,1,1,0.3991,0,1,2
"org.eclipse.ant.internal.core.ant",0,1,1,1,0,0,0.166666667,0.2929,1,1,0.2929,0.2609,0.3333,3
"org.eclipse.compare",0.077040427,0.0248681,0.83625731,0.344497608,0.625241047,3.6,0.2,0.2929,0.9562,0.9124,0.2929,0.0296,0.4429,2
"org.eclipse.compare.contentmergeviewer",0.036363636,0.016440568,0.6,0.4,0.890625,1.333333333,0,0.2929,0.9854,0.9343,0.2929,0.0341,0.675,1
"org.eclipse.compare.internal",0.032145353,0.020633482,0.565517241,0.238095238,0.689080761,0.925925926,0.351851852,0.2929,0.9819,0.9616,0.2929,0.065,0.2903,7
"org.eclipse.compare.internal.patch",0,1,1,1,0,0,0.1,0.2929,1,0.9322,0.2929,0.169,0.5,1
"org.eclipse.compare.rangedifferencer",0.25,0.034069326,1,0.833333333,0.916666667,1,0,0.2929,1,1,0.2929,0.3,0.4,0
"org.eclipse.compare.structuremergeviewer",0.143081761,0.025648053,0.935897436,0.461538462,0.661047309,5.076923077,0.076923077,0.2929,1,0.8696,0.3324,0.0514,0.4182,0
"org.eclipse.core.boot",0.181818182,0.064431397,1,0.509803922,0.837658593,17.33333333,0.333333333,0.3321,0,0,0.3321,0.0388,0.878,0
"org.eclipse.core.internal.boot",0.092307692,0.069709684,0.854545455,0.285714286,0.778587626,1.375,0,0.2929,0.9,-1.5,0.5,0.3746,0.125,2
"org.eclipse.core.internal.dtree",0.109375,0.165977961,1,0.590909091,0.795454545,0.764705882,0.117647059,0.2929,1,0.0769,0.2929,0.3045,0.0563,0
"org.eclipse.core.internal.events",0.05859375,0.047382479,0.705128205,0.288461538,0.948863636,0.882352941,0.058823529,0.2929,0.9769,0.9615,0.2929,0.0996,0.2444,1
"org.eclipse.core.internal.indexing",0.052631579,0.125,0.933333333,0.833333333,0.9,0.256410256,0.128205128,0.2929,1,-9.6667,0.3818,0.6926,0.0158,0
"org.eclipse.core.internal.localstore",0.056022409,0.066666667,1,1,1,0.363636364,0.136363636,0.2929,0.9721,0.9106,0.2929,0.0952,0.1077,2
"org.eclipse.core.internal.plugins",0.039473684,0.036277303,0.511111111,0.233333333,0.849206349,0.7,0.2,0.2929,0.9676,0.912,0.2929,0.1024,0.2115,5
